OMNIWeb Plus Browser Results
2024 197 22    16
2024 197 23    12
2024 198  0     2
2024 198  1    -9
2024 198  2   -13
2024 198  3   -13
2024 198  4    -3
2024 198  5    -1
2024 198  6    -1
2024 198  7     6
2024 198  8    12
2024 198  9    10
2024 198 10    12
2024 198 11    15
2024 198 12    14
2024 198 13    15
2024 198 14    15
2024 198 15    15
2024 198 16    12
2024 198 17    20
2024 198 18    18
2024 198 19    13
2024 198 20    12
2024 198 21    15
2024 198 22    10
2024 198 23     8
2024 199  0     5
2024 199  1     1
2024 199  2    -1
2024 199  3    -1
2024 199  4    -1
2024 199  5     0
2024 199  6    -1
2024 199  7     5
2024 199  8     9
2024 199  9     7
2024 199 10     6
2024 199 11     3
2024 199 12     2
2024 199 13     3
2024 199 14     3
2024 199 15     4
2024 199 16     2
2024 199 17     1
2024 199 18    -3
2024 199 19    -3
2024 199 20     0
2024 199 21     1
2024 199 22     1
2024 199 23     1
2024 200  0     0
2024 200  1     0
2024 200  2     1
2024 200  3     1
2024 200  4     1
2024 200  5     0
2024 200  6     2
2024 200  7     3
2024 200  8     1
2024 200  9     0
2024 200 10     0
2024 200 11     2
2024 200 12     5
2024 200 13     5
2024 200 14     4
2024 200 15     4
2024 200 16     5
2024 200 17     6
2024 200 18     7
2024 200 19     4
2024 200 20     3
2024 200 21     3
2024 200 22     2
2024 200 23     1
2024 201  0     1
2024 201  1     4
2024 201  2     5
2024 201  3     6
2024 201  4     7
2024 201  5    10
2024 201  6    11
2024 201  7    10
2024 201  8     8
2024 201  9     7
2024 201 10     8
2024 201 11     8
2024 201 12    10
2024 201 13    11
2024 201 14    12
2024 201 15    15
2024 201 16    13
2024 201 17     8
2024 201 18     5
2024 201 19     4
2024 201 20     2
2024 201 21     2
2024 201 22     3
2024 201 23     2
2024 202  0     1
2024 202  1     2
2024 202  2     7
2024 202  3     8
2024 202  4    11
2024 202  5    10
2024 202  6    16
2024 202  7    14
2024 202  8    11
2024 202  9     9
2024 202 10     7
2024 202 11     8
2024 202 12     8
2024 202 13     9
2024 202 14     9
2024 202 15     3
2024 202 16    -2
2024 202 17    -4
2024 202 18    -3
2024 202 19     0
2024 202 20     2
2024 202 21     8
2024 202 22    10
2024 202 23     9
2024 203  0     6
2024 203  1     2
2024 203  2     4
2024 203  3    10
2024 203  4    13
2024 203  5    13
2024 203  6    12
2024 203  7    13
2024 203  8    14
2024 203  9    15
2024 203 10    11
2024 203 11    11
2024 203 12    11
2024 203 13    15
2024 203 14    13
2024 203 15    11
2024 203 16     6
2024 203 17     7
2024 203 18     4
2024 203 19     1
2024 203 20    -1
2024 203 21     2
2024 203 22     3
2024 203 23     2
2024 204  0    -3
2024 204  1    -6
2024 204  2    -5
2024 204  3    -7
2024 204  4    -8
2024 204  5   -12
2024 204  6   -13
2024 204  7   -13
2024 204  8   -17
2024 204  9   -17
2024 204 10   -18
2024 204 11    -7
2024 204 12   -10
2024 204 13   -13
2024 204 14   -15
2024 204 15   -19
2024 204 16   -21
2024 204 17   -19
2024 204 18   -18
2024 204 19   -21
2024 204 20   -22
2024 204 21   -20
2024 204 22   -20
2024 204 23   -18
2024 205  0   -17
2024 205  1   -15
2024 205  2   -11
2024 205  3    -8
2024 205  4    -7
2024 205  5    -5
2024 205  6    -3
2024 205  7     1
2024 205  8     5
2024 205  9     7
2024 205 10     7
2024 205 11     5
2024 205 12     3
2024 205 13    -1
2024 205 14    -3
2024 205 15    -7
2024 205 16    -5
2024 205 17    -4
2024 205 18    -2
2024 205 19     1
2024 205 20    14
2024 205 21    26
2024 205 22    28
2024 205 23    26
2024 206  0    28
2024 206  1    24
2024 206  2    23
2024 206  3    23
2024 206  4    22
2024 206  5    20
2024 206  6    24
2024 206  7    23
2024 206  8    23
2024 206  9    19
2024 206 10    18
2024 206 11    20
2024 206 12    21
2024 206 13    22
2024 206 14    22
2024 206 15    20
2024 206 16    19
2024 206 17    16
2024 206 18    13
2024 206 19    14
2024 206 20    11
2024 206 21     7
2024 206 22     8
2024 206 23     8
2024 207  0     5
2024 207  1     2
2024 207  2     2
2024 207  3     8
2024 207  4    13
2024 207  5    11
2024 207  6    14
2024 207  7    15
2024 207  8    14
2024 207  9    13
2024 207 10    15
2024 207 11    16
2024 207 12    16
2024 207 13    19
2024 207 14    23
2024 207 15    18
2024 207 16    11
2024 207 17    11
2024 207 18    10
2024 207 19    11
2024 207 20    19
2024 207 21    22
2024 207 22    16
2024 207 23    12
2024 208  0     9
2024 208  1    -4
2024 208  2   -21
2024 208  3   -15
2024 208  4    -6
2024 208  5   -26
2024 208  6   -48
2024 208  7   -50
2024 208  8   -36
2024 208  9   -31
2024 208 10   -25
2024 208 11   -21
2024 208 12   -24
2024 208 13   -18
2024 208 14   -22
2024 208 15   -35
2024 208 16   -42
2024 208 17   -38
2024 208 18   -32
2024 208 19   -30
2024 208 20   -24
2024 208 21   -24
2024 208 22   -27
2024 208 23   -30
2024 209  0   -31
2024 209  1   -25
2024 209  2   -22
2024 209  3   -20
2024 209  4   -16
2024 209  5    -9
2024 209  6    -7
2024 209  7    -7
2024 209  8   -13
2024 209  9   -23
2024 209 10   -31
2024 209 11   -19
2024 209 12   -14
2024 209 13   -15
2024 209 14   -23
2024 209 15   -26
2024 209 16   -24
2024 209 17   -25
2024 209 18   -24
2024 209 19   -24
2024 209 20   -24
2024 209 21   -21
2024 209 22   -21
2024 209 23   -22
2024 210  0   -23
2024 210  1   -24
2024 210  2   -21
2024 210  3   -16
2024 210  4   -13
2024 210  5   -11
2024 210  6    -6
2024 210  7    -4
2024 210  8    -7
2024 210  9   -10
2024 210 10    -7
2024 210 11    -3
2024 210 12    -2
2024 210 13    -3
2024 210 14    -1
2024 210 15     0
2024 210 16    -3
2024 210 17    -7
2024 210 18    -5
2024 210 19    -4
2024 210 20    -4
2024 210 21    -6
2024 210 22   -10
2024 210 23   -12
2024 211  0   -14
2024 211  1   -17
2024 211  2   -20
2024 211  3   -18
2024 211  4   -16
2024 211  5   -12
2024 211  6   -10
2024 211  7    -4
2024 211  8    -2
2024 211  9    -4
2024 211 10    -8
2024 211 11    -8
2024 211 12    -4
2024 211 13     2
2024 211 14     5
2024 211 15     4
2024 211 16     2
2024 211 17     1
2024 211 18    -3
2024 211 19    -5
2024 211 20    -6
2024 211 21    -2
2024 211 22    -1
2024 211 23     0
2024 212  0    20
2024 212  1    27
2024 212  2    23
2024 212  3     3
2024 212  4    -7
2024 212  5    -3
2024 212  6   -14
2024 212  7   -15
2024 212  8   -20
2024 212  9   -28
2024 212 10   -25
2024 212 11   -31
2024 212 12   -18
2024 212 13   -21
2024 212 14   -18
2024 212 15   -17
2024 212 16   -24
2024 212 17   -21
2024 212 18   -20
2024 212 19   -19
2024 212 20   -19
2024 212 21   -20
2024 212 22   -20
2024 212 23   -23
2024 213  0   -21
2024 213  1   -21
2024 213  2   -15
2024 213  3   -13
2024 213  4   -12
2024 213  5   -10
2024 213  6   -14
2024 213  7   -14
2024 213  8   -13
2024 213  9   -12
2024 213 10   -12
2024 213 11   -11
2024 213 12    -5
2024 213 13    -1
2024 213 14     9
2024 213 15    19
2024 213 16    10
2024 213 17     6
2024 213 18     9
2024 213 19    -3
2024 213 20   -20
2024 213 21   -25
2024 213 22   -16
2024 213 23   -11
2024 214  0    -3
2024 214  1    -1
2024 214  2    -5
2024 214  3    -1
2024 214  4     2
2024 214  5   -11
2024 214  6   -18
2024 214  7   -15
2024 214  8   -11
2024 214  9     2
2024 214 10     1
2024 214 11     0
2024 214 12     3
2024 214 13     6
2024 214 14     7
2024 214 15    10
2024 214 16    10
2024 214 17    17
2024 214 18    18
2024 214 19    18
2024 214 20    14
2024 214 21    11
2024 214 22    11
2024 214 23    15
2024 215  0    20
2024 215  1    23
2024 215  2    21
2024 215  3    21
2024 215  4    23
2024 215  5    20
2024 215  6    22
2024 215  7    15
2024 215  8     9
2024 215  9     9
2024 215 10    11
2024 215 11    12
2024 215 12     5
2024 215 13     2
2024 215 14     0
2024 215 15     1
2024 215 16     4
2024 215 17     6
2024 215 18     9
2024 215 19    10
2024 215 20     8
2024 215 21    10
2024 215 22    12
2024 215 23    14
2024 216  0    13
2024 216  1     9
2024 216  2     8
2024 216  3     5
2024 216  4    -2
2024 216  5     2
2024 216  6     5
2024 216  7     4
2024 216  8     0
2024 216  9     2
2024 216 10     6
2024 216 11     7
2024 216 12     4
2024 216 13     7
2024 216 14     9
2024 216 15     6
2024 216 16     6
2024 216 17    11
2024 216 18    15
2024 216 19    17
2024 216 20    11
2024 216 21     7
2024 216 22     3
2024 216 23     3
2024 217  0     8
2024 217  1    10
2024 217  2     9
2024 217  3     1
2024 217  4   -12
2024 217  5    -7
2024 217  6   -12
2024 217  7   -21
2024 217  8   -48
2024 217  9   -61
2024 217 10   -55
2024 217 11   -65
2024 217 12   -66
2024 217 13   -68
2024 217 14   -72
2024 217 15   -88
2024 217 16   -99
2024 217 17  -100
2024 217 18   -97
2024 217 19   -91
2024 217 20   -83
2024 217 21   -72
2024 217 22   -55
2024 217 23   -47
2024 218  0   -51
2024 218  1   -52
2024 218  2   -51
2024 218  3   -54
2024 218  4   -52
2024 218  5   -46
2024 218  6   -32
2024 218  7   -27
2024 218  8   -34
2024 218  9   -31
2024 218 10   -26
2024 218 11   -31
2024 218 12   -35
2024 218 13   -35
2024 218 14   -31
2024 218 15   -28
2024 218 16   -22
2024 218 17   -16
2024 218 18   -13
2024 218 19   -13
2024 218 20   -11
2024 218 21   -12
2024 218 22    -8
2024 218 23    -7
2024 219  0    -8
2024 219  1   -11
2024 219  2   -13
2024 219  3   -13
2024 219  4   -10
2024 219  5   -10
2024 219  6   -14
2024 219  7   -15
2024 219  8   -19
2024 219  9   -17
2024 219 10   -13
2024 219 11   -11
2024 219 12    -8
2024 219 13    -4
2024 219 14     0
2024 219 15     3
2024 219 16     2
2024 219 17     0
2024 219 18     0
2024 219 19    -1
2024 219 20    -2
2024 219 21    -2
2024 219 22    -1
2024 219 23    -2
2024 220  0    -1
2024 220  1    -1
2024 220  2    -1
2024 220  3    -1
2024 220  4    -1
2024 220  5     0
2024 220  6     3
2024 220  7     4
2024 220  8    -3
2024 220  9    -2
2024 220 10    -2
2024 220 11    -6
2024 220 12    -4
2024 220 13     3
2024 220 14     6
2024 220 15     9
2024 220 16    10
2024 220 17    13
2024 220 18    15
2024 220 19    15
2024 220 20    13
2024 220 21    10
2024 220 22     7
2024 220 23     4
2024 221  0     0
2024 221  1     1
2024 221  2     0
2024 221  3    -1
2024 221  4     0
2024 221  5     1
2024 221  6     1
2024 221  7    -2
2024 221  8    -3
2024 221  9     1
2024 221 10     3
2024 221 11     9
2024 221 12     9
2024 221 13    11
2024 221 14    16
2024 221 15    20
2024 221 16    17
2024 221 17    19
2024 221 18    17
2024 221 19    19
2024 221 20    15
2024 221 21    13
2024 221 22    13
2024 221 23    13
2024 222  0    15
2024 222  1    15
2024 222  2    14
2024 222  3     8
2024 222  4     8
2024 222  5    15
2024 222  6    17
2024 222  7    15
2024 222  8    13
2024 222  9    11
2024 222 10    12
2024 222 11    12
2024 222 12     9
2024 222 13    10
2024 222 14    10
2024 222 15    14
2024 222 16    15
2024 222 17    19
2024 222 18    21
2024 222 19    20
2024 222 20    17
2024 222 21    17
2024 222 22    13
2024 222 23    14
2024 223  0    13
2024 223  1    13
2024 223  2    14
2024 223  3    13
2024 223  4    11
2024 223  5     9
2024 223  6     5
2024 223  7     4
2024 223  8     3
2024 223  9     1
2024 223 10     4
2024 223 11     8
2024 223 12    10
2024 223 13    21
2024 223 14    23
2024 223 15    26
2024 223 16    18
2024 223 17    18
2024 223 18    19
2024 223 19    20
2024 223 20    17
2024 223 21    15
2024 223 22    13
2024 223 23    16
2024 224  0    25
2024 224  1    31
2024 224  2    38
2024 224  3    38
2024 224  4    29
2024 224  5    35
2024 224  6    40
2024 224  7    19
2024 224  8    19
2024 224  9    34
2024 224 10    24
2024 224 11    50
2024 224 12    35
2024 224 13    38
2024 224 14    54
2024 224 15    50
2024 224 16    41
2024 224 17    65
2024 224 18    64
2024 224 19    71
2024 224 20    68
2024 224 21    62
2024 224 22    60
2024 224 23    38
2024 225  0     4
2024 225  1    -4
2024 225  2    -8
2024 225  3   -45
2024 225  4   -87
2024 225  5  -125
2024 225  6  -128
2024 225  7  -139
2024 225  8  -125
2024 225  9  -131
2024 225 10  -118
2024 225 11  -141
2024 225 12  -132
2024 225 13  -148
2024 225 14  -170
2024 225 15  -175
2024 225 16  -188
2024 225 17  -183
2024 225 18  -170
2024 225 19  -167
2024 225 20  -167
2024 225 21  -151
2024 225 22  -127
2024 225 23  -110
2024 226  0  -103
2024 226  1   -95
2024 226  2   -92
2024 226  3   -87
2024 226  4   -90
2024 226  5   -83
2024 226  6   -75
2024 226  7   -73
2024 226  8   -74
2024 226  9   -74
2024 226 10   -69
2024 226 11   -63
2024 226 12   -63
2024 226 13   -62
2024 226 14   -57
2024 226 15   -55
2024 226 16   -55
2024 226 17   -49
2024 226 18   -46
2024 226 19   -53
2024 226 20   -49
2024 226 21   -46
2024 226 22   -50
2024 226 23   -51
2024 227  0   -55
2024 227  1   -60
2024 227  2   -58
2024 227  3   -44
2024 227  4   -34
2024 227  5   -31
2024 227  6   -37
2024 227  7   -42
2024 227  8   -43
2024 227  9   -39
2024 227 10   -33
2024 227 11   -33
2024 227 12   -32
2024 227 13   -28
2024 227 14   -25
2024 227 15   -24
2024 227 16   -23
2024 227 17   -23
2024 227 18   -19
2024 227 19   -17
2024 227 20   -16
2024 227 21   -18
2024 227 22   -19
2024 227 23   -17
2024 228  0   -11
2024 228  1    -9
2024 228  2    -5
2024 228  3    -7
2024 228  4   -11
2024 228  5   -10
2024 228  6   -10
2024 228  7    -9
2024 228  8   -10
2024 228  9    -9
2024 228 10    -6
2024 228 11    -7
2024 228 12   -10
2024 228 13   -11
2024 228 14    -9
2024 228 15    -7
2024 228 16    -5
2024 228 17    -5
2024 228 18    -3
2024 228 19    -1
2024 228 20     1
2024 228 21     4
2024 228 22    -2
2024 228 23    -1
2024 229  0    -4
2024 229  1    -6
2024 229  2   -14
2024 229  3   -16
2024 229  4   -13
2024 229  5   -13
2024 229  6   -17
2024 229  7   -24
2024 229  8   -24
2024 229  9   -27
2024 229 10   -31
2024 229 11   -28
2024 229 12   -23
2024 229 13   -14
2024 229 14   -16
2024 229 15   -19
2024 229 16   -20
2024 229 17   -12
2024 229 18   -11
2024 229 19   -11
2024 229 20   -11
2024 229 21    -9
2024 229 22    -6
2024 229 23    -2
2024 230  0     0
2024 230  1     2
2024 230  2     2
2024 230  3     4
2024 230  4     4
2024 230  5     2
2024 230  6    -3
2024 230  7    -4
2024 230  8    -6
2024 230  9    -4
2024 230 10    -2
2024 230 11     3
2024 230 12     2
2024 230 13     3
2024 230 14    19
2024 230 15    31
2024 230 16    12
2024 230 17    27
2024 230 18    48
2024 230 19    37
2024 230 20    19
2024 230 21    -7
2024 230 22   -20
2024 230 23   -10
2024 231  0    -1
2024 231  1     4
2024 231  2     2
2024 231  3     5
2024 231  4    -4
2024 231  5    -2
2024 231  6    -2
2024 231  7     3
2024 231  8     8
2024 231  9    10
2024 231 10    14
2024 231 11     7
2024 231 12     9
2024 231 13     6
2024 231 14    -5
2024 231 15    -8
2024 231 16    -5
2024 231 17    -8
2024 231 18   -11
2024 231 19   -15
2024 231 20   -15
2024 231 21   -14
2024 231 22   -10
2024 231 23    -5
2024 232  0     1
2024 232  1     4
2024 232  2     3
2024 232  3     4
2024 232  4     2
2024 232  5     3
2024 232  6     5
2024 232  7     5
2024 232  8     2
2024 232  9     1
2024 232 10     2
2024 232 11     3
2024 232 12     0
2024 232 13    -1
2024 232 14    -4
2024 232 15     4
2024 232 16     9
2024 232 17    10
2024 232 18     1
2024 232 19    -6
2024 232 20   -14
2024 232 21   -23
2024 232 22   -23
2024 232 23   -26
2024 233  0   -21
2024 233  1   -11
2024 233  2    -4
2024 233  3   -14
2024 233  4   -21
2024 233  5   -17
2024 233  6   -11
2024 233  7   -13
2024 233  8   -11
2024 233  9    -4
2024 233 10     0
2024 233 11    -5
2024 233 12   -10
2024 233 13   -12
2024 233 14   -14
2024 233 15    -9
2024 233 16   -12
2024 233 17    -9
2024 233 18    -9
2024 233 19    -9
2024 233 20   -10
2024 233 21   -10
2024 233 22   -10
2024 233 23   -13
2024 234  0    -8
2024 234  1    -3
2024 234  2     5
2024 234  3     7
2024 234  4     6
2024 234  5     7
2024 234  6     9
2024 234  7     0
2024 234  8    -8
2024 234  9    -3
2024 234 10     3
2024 234 11     1
2024 234 12    -2
2024 234 13    -6
2024 234 14    -4
2024 234 15    -3
2024 234 16     2
2024 234 17    -2
2024 234 18    -7
2024 234 19   -12
2024 234 20   -11
2024 234 21    -9
2024 234 22    -6
2024 234 23    -3
2024 235  0     1
2024 235  1     2
2024 235  2     7
2024 235  3     9
2024 235  4     9
2024 235  5     2
2024 235  6    -4
2024 235  7    -7
2024 235  8    -8
2024 235  9    -2
2024 235 10     7
2024 235 11    10
2024 235 12     9
2024 235 13    14
2024 235 14    19
2024 235 15    17
2024 235 16    13
2024 235 17    16
2024 235 18    18
2024 235 19    14
2024 235 20    10
2024 235 21    10
2024 235 22     8
2024 235 23     8
2024 236  0    11
2024 236  1    15
2024 236  2    17
2024 236  3    18
2024 236  4    21
2024 236  5    15
2024 236  6     8
2024 236  7     7
2024 236  8     4
2024 236  9    14
2024 236 10    19
2024 236 11    19
2024 236 12    14
2024 236 13     7
2024 236 14     5
2024 236 15     5
2024 236 16     5
2024 236 17     8
2024 236 18     9
2024 236 19     6
2024 236 20     0
2024 236 21    -2
2024 236 22    -3
2024 236 23     0
2024 237  0    -2
2024 237  1    -4
2024 237  2    -3
2024 237  3     0
2024 237  4    -4
2024 237  5    -8
2024 237  6    -2
2024 237  7    -1
2024 237  8    -8
2024 237  9    -9
2024 237 10     1
2024 237 11     2
2024 237 12    -1
2024 237 13    -6
2024 237 14   -10
2024 237 15   -11
2024 237 16   -13
2024 237 17    -5
2024 237 18    -1
2024 237 19    -3
2024 237 20   -14
2024 237 21   -17
2024 237 22   -19
2024 237 23   -17
2024 238  0   -12
2024 238  1    -4
2024 238  2    -1
2024 238  3    -1
2024 238  4     0
2024 238  5    -1
2024 238  6     0
2024 238  7    -1
2024 238  8     4
2024 238  9     3
2024 238 10     7
2024 238 11     9
2024 238 12     9
2024 238 13     9
2024 238 14    10
2024 238 15    10
2024 238 16    10
2024 238 17    12
2024 238 18    10
2024 238 19     7
2024 238 20     5
2024 238 21     5
2024 238 22     4
2024 238 23     2
2024 239  0     1
2024 239  1     3
2024 239  2     7
2024 239  3     7
2024 239  4     7
2024 239  5     9
2024 239  6    11
2024 239  7    12
2024 239  8    11
2024 239  9     9
2024 239 10     7
2024 239 11     7
2024 239 12     9
2024 239 13     9
2024 239 14     7
2024 239 15     7
2024 239 16     6
2024 239 17     4
2024 239 18     4
2024 239 19     6
2024 239 20     9
2024 239 21    11
2024 239 22    12
2024 239 23    10
2024 240  0    10
2024 240  1    13
2024 240  2    15
2024 240  3    16
2024 240  4    16
2024 240  5    16
2024 240  6    15
2024 240  7    15
2024 240  8    19
2024 240  9    31
2024 240 10    26
2024 240 11    25
2024 240 12    19
2024 240 13    22
2024 240 14    23
2024 240 15    26
2024 240 16    17
2024 240 17    18
2024 240 18    26
2024 240 19    28
2024 240 20    23
2024 240 21    12
2024 240 22     2
2024 240 23    -4
2024 241  0   -21
2024 241  1   -30
2024 241  2   -33
2024 241  3   -41
2024 241  4   -61
2024 241  5   -75
2024 241  6   -76
2024 241  7   -72
2024 241  8   -75
2024 241  9   -69
2024 241 10   -53
2024 241 11   -44
2024 241 12   -42
2024 241 13   -37
2024 241 14   -38
2024 241 15   -33
2024 241 16   -29
2024 241 17   -28
2024 241 18   -30
2024 241 19   -30
2024 241 20   -29
2024 241 21   -28
2024 241 22   -25
2024 241 23   -20
2024 242  0   -13
2024 242  1   -10
2024 242  2    -9
2024 242  3    -8
2024 242  4    -6
2024 242  5    -4
2024 242  6     0
2024 242  7     4
2024 242  8     6
2024 242  9     5
2024 242 10     9
2024 242 11     8
2024 242 12    10
2024 242 13    10
2024 242 14     7
2024 242 15     4
2024 242 16     4
2024 242 17     5
2024 242 18     6
2024 242 19     8
2024 242 20     5
2024 242 21     4
2024 242 22     8
2024 242 23    10
2024 243  0    12
2024 243  1    12
2024 243  2    17
2024 243  3    17
2024 243  4    14
2024 243  5    11
2024 243  6    12
2024 243  7    12
2024 243  8    15
2024 243  9    24
2024 243 10     7
2024 243 11    -3
2024 243 12   -14
2024 243 13   -25
2024 243 14   -36
2024 243 15   -30
2024 243 16   -27
2024 243 17   -27
2024 243 18   -39
2024 243 19   -51
2024 243 20   -55
2024 243 21   -49
2024 243 22   -46
2024 243 23   -42
2024 244  0   -48
2024 244  1   -58
2024 244  2   -66
2024 244  3   -69
2024 244  4   -68
2024 244  5   -71
2024 244  6   -73
2024 244  7   -50
2024 244  8   -45
2024 244  9   -36
2024 244 10   -32
2024 244 11   -32
2024 244 12   -31
2024 244 13   -24
2024 244 14   -16
2024 244 15   -21
2024 244 16   -18
2024 244 17   -14
2024 244 18    -9
2024 244 19   -20
2024 244 20   -32
2024 244 21   -39
2024 244 22   -43
2024 244 23   -42
2024 245  0   -51
2024 245  1   -43
2024 245  2   -38
2024 245  3   -41
2024 245  4   -42
2024 245  5   -43
2024 245  6   -34
2024 245  7   -26
2024 245  8   -27
2024 245  9   -28
2024 245 10   -19
2024 245 11   -17
2024 245 12   -16
2024 245 13   -14
2024 245 14   -19
2024 245 15   -23
2024 245 16   -29
2024 245 17   -31
2024 245 18   -34
2024 245 19   -34
2024 245 20   -29
2024 245 21   -25
2024 245 22   -23
2024 245 23   -22
2024 246  0   -18
2024 246  1   -17
2024 246  2   -14
2024 246  3   -13
2024 246  4   -16
2024 246  5   -14
2024 246  6   -11
2024 246  7   -10
2024 246  8   -11
2024 246  9    -8
2024 246 10    -4
2024 246 11   -10
2024 246 12   -11
2024 246 13    -6
2024 246 14    -7
2024 246 15   -14
2024 246 16   -21
2024 246 17   -21
2024 246 18   -17
2024 246 19   -17
2024 246 20   -15
2024 246 21   -11
2024 246 22    -8
2024 246 23    -5
2024 247  0     2
2024 247  1     6
2024 247  2     9
2024 247  3    10
2024 247  4     8
2024 247  5     3
2024 247  6    -3
2024 247  7    -5
2024 247  8    -7
2024 247  9    -6
2024 247 10    -6
2024 247 11    -7
2024 247 12    -7
2024 247 13    -6
2024 247 14    -2
2024 247 15     2
2024 247 16     9
2024 247 17    11
2024 247 18    10
2024 247 19     7
2024 247 20     8
2024 247 21     7
2024 247 22     9
2024 247 23    14
2024 248  0    15
2024 248  1    17
2024 248  2    16
2024 248  3    16
2024 248  4    15
2024 248  5    16
2024 248  6    18
2024 248  7    22
2024 248  8    26
2024 248  9    25
2024 248 10    35
2024 248 11    31
2024 248 12    30
2024 248 13    37
2024 248 14    24
2024 248 15    17
2024 248 16    24
2024 248 17    23
2024 248 18    28
2024 248 19    22
2024 248 20    16
2024 248 21    13
2024 248 22    10
2024 248 23    11
2024 249  0    14
2024 249  1    15
2024 249  2    17
2024 249  3    14
2024 249  4    12
2024 249  5    15
2024 249  6    14
2024 249  7    17
2024 249  8    18
2024 249  9    16
2024 249 10    12
2024 249 11    11
2024 249 12    10
2024 249 13    11
2024 249 14    14
2024 249 15    17
2024 249 16    18
2024 249 17    20
2024 249 18    18
2024 249 19    14
2024 249 20    16
2024 249 21    16
2024 249 22    21
2024 249 23    22
2024 250  0    20
2024 250  1    17
2024 250  2    16
2024 250  3    15
2024 250  4    13
2024 250  5    14
2024 250  6    18
2024 250  7    19
2024 250  8    17
2024 250  9    11
2024 250 10    16
2024 250 11    16
2024 250 12    10
2024 250 13     7
2024 250 14     8
2024 250 15    12
2024 250 16    16
2024 250 17    17
2024 250 18    13
2024 250 19     6
2024 250 20     3
2024 250 21     1
2024 250 22     6
2024 250 23     9
2024 251  0    10
2024 251  1     6
2024 251  2     8
2024 251  3    10
2024 251  4     8
2024 251  5     9
2024 251  6    11
2024 251  7    15
2024 251  8    18
2024 251  9    19
2024 251 10    18
2024 251 11    14
2024 251 12    15
2024 251 13    13
2024 251 14    10
2024 251 15    15
2024 251 16    15
2024 251 17    14
2024 251 18    11
2024 251 19    15
2024 251 20    18
2024 251 21    17
2024 251 22    18
2024 251 23    19
2024 252  0    22
2024 252  1    17
2024 252  2    14
2024 252  3    10
2024 252  4     7
2024 252  5     4
2024 252  6    12
2024 252  7    16
2024 252  8    11
2024 252  9    12
2024 252 10    13
2024 252 11    14
2024 252 12    15
2024 252 13    10
2024 252 14     7
2024 252 15    11
2024 252 16    13
2024 252 17    12
2024 252 18    14
2024 252 19    12
2024 252 20    19
2024 252 21    21
2024 252 22    19
2024 252 23    13
2024 253  0    10
2024 253  1     2
2024 253  2    -2
2024 253  3    -3
2024 253  4    -8
2024 253  5    -4
2024 253  6     2
2024 253  7     6
2024 253  8     8
2024 253  9     2
2024 253 10     5
2024 253 11     2
2024 253 12     0
2024 253 13    -3
2024 253 14    -2
2024 253 15     4
2024 253 16    11
2024 253 17     8
2024 253 18     6
2024 253 19     6
2024 253 20     6
2024 253 21     7
2024 253 22     8
2024 253 23     5
2024 254  0     1
2024 254  1     0
2024 254  2     1
2024 254  3     1
2024 254  4     1
2024 254  5     4
2024 254  6     6
2024 254  7     9
2024 254  8     9
2024 254  9    10
2024 254 10    12
2024 254 11     5
2024 254 12     4
2024 254 13     4
2024 254 14     0
2024 254 15     2
2024 254 16     5
2024 254 17     8
2024 254 18    10
2024 254 19    14
2024 254 20    20
2024 254 21    19
2024 254 22    17
2024 254 23    11
2024 255  0    10
2024 255  1     8
2024 255  2     8
2024 255  3    11
2024 255  4    11
2024 255  5     9
2024 255  6    10
2024 255  7    12
2024 255  8    15
2024 255  9    13
2024 255 10    19
2024 255 11    17
2024 255 12    17
2024 255 13    17
2024 255 14    13
2024 255 15    17
2024 255 16    29
2024 255 17    20
2024 255 18    11
2024 255 19     9
2024 255 20    18
2024 255 21    14
2024 255 22     9
2024 255 23     7
2024 256  0    13
2024 256  1    18
2024 256  2    17
2024 256  3    22
2024 256  4    38
2024 256  5    31
2024 256  6    18
2024 256  7   -23
2024 256  8   -67
2024 256  9   -78
2024 256 10   -90
2024 256 11   -85
2024 256 12   -80
2024 256 13  -112
2024 256 14  -121
2024 256 15  -103
2024 256 16   -80
2024 256 17   -78
2024 256 18   -95
2024 256 19  -107
2024 256 20  -115
2024 256 21  -109
2024 256 22  -101
2024 256 23  -108
2024 257  0   -97
2024 257  1   -96
2024 257  2   -88
2024 257  3   -93
2024 257  4   -92
2024 257  5   -99
2024 257  6  -100
2024 257  7   -87
2024 257  8   -91
2024 257  9   -91
2024 257 10   -86
2024 257 11   -78
2024 257 12   -71
2024 257 13   -71
2024 257 14   -74
2024 257 15   -70
2024 257 16   -61
2024 257 17   -62
2024 257 18   -60
2024 257 19   -59
2024 257 20   -63
2024 257 21   -74
2024 257 22   -69
2024 257 23   -61
2024 258  0   -61
2024 258  1   -60
2024 258  2   -60
2024 258  3   -60
2024 258  4   -58
2024 258  5   -54
2024 258  6   -52
2024 258  7   -50
2024 258  8   -56
2024 258  9   -65
2024 258 10   -64
2024 258 11   -62
2024 258 12   -62
2024 258 13   -53
2024 258 14   -55
2024 258 15   -53
2024 258 16   -51
2024 258 17   -52
2024 258 18   -52
2024 258 19   -51
2024 258 20   -51
2024 258 21   -54
2024 258 22   -52
2024 258 23   -40
2024 259  0   -35
2024 259  1   -34
2024 259  2   -34
2024 259  3   -43
2024 259  4   -50
2024 259  5   -57
2024 259  6   -60
2024 259  7   -56
2024 259  8   -53
2024 259  9   -54
2024 259 10   -47
