OMNIWeb Plus Browser Results

Listing for omni_min data from 20240509 to 20240511
Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Proton Density, n/cc
 4 Flow pressure, nPa
 5 SYM/H, nT

YYYY DOY HR MN      1       2      3     4     5 
2024 130 17 22    1.36   416.2   4.11  1.42     3
2024 130 17 23    1.25   417.2   4.03  1.40     3
2024 130 17 24    0.81   418.1   3.95  1.38     3
2024 130 17 25    0.52 99999.9 999.99 99.99     3
2024 130 17 26    0.47   411.9   3.68  1.25     3
2024 130 17 27    0.48   411.9   3.68  1.25     3
2024 130 17 28    0.85   413.6   3.80  1.30     4
2024 130 17 29    0.46   413.6   3.80  1.30     4
2024 130 17 30    0.79   413.9   3.75  1.28     4
2024 130 17 31    0.53   413.9   3.75  1.28     3
2024 130 17 32    0.52 99999.9 999.99 99.99     3
2024 130 17 33    0.48   415.5   3.79  1.31     3
2024 130 17 34    0.46   415.5   3.79  1.31     3
2024 130 17 35    0.52 99999.9 999.99 99.99     3
2024 130 17 36    0.74   411.8   4.07  1.38     4
2024 130 17 37    0.68   411.8   4.07  1.38     3
2024 130 17 38    0.77   411.8   4.07  1.38     3
2024 130 17 39 9999.99 99999.9 999.99 99.99     3
2024 130 17 40 9999.99 99999.9 999.99 99.99     3
2024 130 17 41 9999.99 99999.9 999.99 99.99     3
2024 130 17 42 9999.99 99999.9 999.99 99.99     3
2024 130 17 43 9999.99 99999.9 999.99 99.99     3
2024 130 17 44 9999.99 99999.9 999.99 99.99     3
2024 130 17 45 9999.99 99999.9 999.99 99.99     3
2024 130 17 46 9999.99 99999.9 999.99 99.99     3
2024 130 17 47 9999.99 99999.9 999.99 99.99     3
2024 130 17 48 9999.99 99999.9 999.99 99.99     4
2024 130 17 49 9999.99 99999.9 999.99 99.99     3
2024 130 17 50 9999.99 99999.9 999.99 99.99     4
2024 130 17 51 9999.99 99999.9 999.99 99.99     4
2024 130 17 52 9999.99 99999.9 999.99 99.99     4
2024 130 17 53 9999.99 99999.9 999.99 99.99     4
2024 130 17 54 9999.99 99999.9 999.99 99.99     4
2024 130 17 55 9999.99 99999.9 999.99 99.99     4
2024 130 17 56 9999.99 99999.9 999.99 99.99     4
2024 130 17 57 9999.99 99999.9 999.99 99.99     4
2024 130 17 58 9999.99 99999.9 999.99 99.99     4
2024 130 17 59 9999.99 99999.9 999.99 99.99     4
2024 130 18  0 9999.99 99999.9 999.99 99.99     4
2024 130 18  1 9999.99 99999.9 999.99 99.99     4
2024 130 18  2 9999.99 99999.9 999.99 99.99     4
2024 130 18  3 9999.99 99999.9 999.99 99.99     4
2024 130 18  4 9999.99 99999.9 999.99 99.99     4
2024 130 18  5 9999.99 99999.9 999.99 99.99     4
2024 130 18  6 9999.99 99999.9 999.99 99.99     4
2024 130 18  7 9999.99 99999.9 999.99 99.99     4
2024 130 18  8 9999.99 99999.9 999.99 99.99     4
2024 130 18  9 9999.99 99999.9 999.99 99.99     4
2024 130 18 10 9999.99 99999.9 999.99 99.99     4
2024 130 18 11 9999.99 99999.9 999.99 99.99     4
2024 130 18 12 9999.99 99999.9 999.99 99.99     5
2024 130 18 13 9999.99 99999.9 999.99 99.99     5
2024 130 18 14 9999.99 99999.9 999.99 99.99     5
2024 130 18 15 9999.99 99999.9 999.99 99.99     5
2024 130 18 16 9999.99 99999.9 999.99 99.99     4
2024 130 18 17 9999.99 99999.9 999.99 99.99     5
2024 130 18 18 9999.99 99999.9 999.99 99.99     4
2024 130 18 19 9999.99 99999.9 999.99 99.99     4
2024 130 18 20 9999.99 99999.9 999.99 99.99     4
2024 130 18 21 9999.99 99999.9 999.99 99.99     4
2024 130 18 22 9999.99 99999.9 999.99 99.99     6
2024 130 18 23 9999.99 99999.9 999.99 99.99     9
2024 130 18 24 9999.99 99999.9 999.99 99.99    10
2024 130 18 25 9999.99 99999.9 999.99 99.99    11
2024 130 18 26 9999.99 99999.9 999.99 99.99    12
2024 130 18 27 9999.99 99999.9 999.99 99.99    12
2024 130 18 28 9999.99 99999.9 999.99 99.99    13
2024 130 18 29 9999.99 99999.9 999.99 99.99    13
2024 130 18 30 9999.99 99999.9 999.99 99.99    13
2024 130 18 31 9999.99 99999.9 999.99 99.99    13
2024 130 18 32 9999.99 99999.9 999.99 99.99    13
2024 130 18 33 9999.99 99999.9 999.99 99.99    14
2024 130 18 34 9999.99 99999.9 999.99 99.99    13
2024 130 18 35 9999.99 99999.9 999.99 99.99    13
2024 130 18 36 9999.99 99999.9 999.99 99.99    13
2024 130 18 37 9999.99 99999.9 999.99 99.99    13
2024 130 18 38 9999.99 99999.9 999.99 99.99    13
2024 130 18 39 9999.99 99999.9 999.99 99.99    13
2024 130 18 40 9999.99 99999.9 999.99 99.99    14
2024 130 18 41 9999.99 99999.9 999.99 99.99    14
2024 130 18 42 9999.99 99999.9 999.99 99.99    14
2024 130 18 43 9999.99 99999.9 999.99 99.99    14
2024 130 18 44 9999.99 99999.9 999.99 99.99    14
2024 130 18 45 9999.99 99999.9 999.99 99.99    13
2024 130 18 46 9999.99 99999.9 999.99 99.99    13
2024 130 18 47 9999.99 99999.9 999.99 99.99    13
2024 130 18 48 9999.99 99999.9 999.99 99.99    13
2024 130 18 49 9999.99 99999.9 999.99 99.99    13
2024 130 18 50 9999.99 99999.9 999.99 99.99    13
2024 130 18 51 9999.99 99999.9 999.99 99.99    12
2024 130 18 52 9999.99 99999.9 999.99 99.99    12
2024 130 18 53 9999.99 99999.9 999.99 99.99    12
2024 130 18 54 9999.99 99999.9 999.99 99.99    12
2024 130 18 55 9999.99 99999.9 999.99 99.99    12
2024 130 18 56 9999.99 99999.9 999.99 99.99    12
2024 130 18 57 9999.99 99999.9 999.99 99.99    12
2024 130 18 58 9999.99 99999.9 999.99 99.99    12
2024 130 18 59 9999.99 99999.9 999.99 99.99    13
2024 130 19  0 9999.99 99999.9 999.99 99.99    13
2024 130 19  1 9999.99 99999.9 999.99 99.99    13
2024 130 19  2 9999.99 99999.9 999.99 99.99    13
2024 130 19  3 9999.99 99999.9 999.99 99.99    13
2024 130 19  4 9999.99 99999.9 999.99 99.99    13
2024 130 19  5 9999.99 99999.9 999.99 99.99    12
2024 130 19  6 9999.99 99999.9 999.99 99.99    12
2024 130 19  7 9999.99 99999.9 999.99 99.99    12
2024 130 19  8 9999.99 99999.9 999.99 99.99    11
2024 130 19  9 9999.99 99999.9 999.99 99.99    11
2024 130 19 10 9999.99 99999.9 999.99 99.99    11
2024 130 19 11 9999.99 99999.9 999.99 99.99    11
2024 130 19 12 9999.99 99999.9 999.99 99.99    11
2024 130 19 13 9999.99 99999.9 999.99 99.99    11
2024 130 19 14 9999.99 99999.9 999.99 99.99    10
2024 130 19 15 9999.99 99999.9 999.99 99.99     9
2024 130 19 16 9999.99 99999.9 999.99 99.99     9
2024 130 19 17   -3.10 99999.9 999.99 99.99    10
2024 130 19 18   -3.16 99999.9 999.99 99.99     9
2024 130 19 19   -3.14   409.4   6.35  2.13    10
2024 130 19 20   -2.02   409.4   6.35  2.13    10
2024 130 19 21   -0.51   414.7   6.83  2.35    10
2024 130 19 22    2.73   419.8   7.30  2.57    10
2024 130 19 23    2.71   419.8   7.30  2.57    11
2024 130 19 24    3.30 99999.9 999.99 99.99    10
2024 130 19 25    3.39   437.9   7.77  2.98    11
2024 130 19 26    3.42   437.9   7.77  2.98    12
2024 130 19 27    3.31   436.6   7.92  3.02    13
2024 130 19 28 9999.99   436.6   7.92  3.02    13
2024 130 19 29    2.56   430.3   7.06  2.61    14
2024 130 19 30    2.30   429.9   7.09  2.62    14
2024 130 19 31    2.21   426.5   7.40  2.69    14
2024 130 19 32    2.20   425.7   7.52  2.73    13
2024 130 19 33    1.89   425.9   7.46  2.71    13
2024 130 19 34    1.12   427.6   7.06  2.58    12
2024 130 19 35    0.89   426.7   7.18  2.61    13
2024 130 19 36    0.93   419.7   8.09  2.85    12
2024 130 19 37    0.80   419.7   8.09  2.85    12
2024 130 19 38    0.18   418.2   6.69  2.34    11
2024 130 19 39    0.01   418.2   6.69  2.34    11
2024 130 19 40   -0.33   412.6   6.69  2.28    10
2024 130 19 41   -0.32   414.9   6.92  2.38    10
2024 130 19 42   -1.76   418.4   7.30  2.56     9
2024 130 19 43   -1.21   412.8   7.57  2.58     9
2024 130 19 44   -0.59   413.6   7.44  2.55     9
2024 130 19 45   -0.35   413.7   7.39  2.53     9
2024 130 19 46    0.01   414.0   6.89  2.36     9
2024 130 19 47    1.55   414.0   6.89  2.36     9
2024 130 19 48    1.42   425.3   7.06  2.55     9
2024 130 19 49    1.15   425.3   7.06  2.55     9
2024 130 19 50   -0.05   414.7   7.56  2.60     9
2024 130 19 51   -2.80   414.7   7.56  2.60     9
2024 130 19 52   -3.87   414.3   7.54  2.59     8
2024 130 19 53   -4.06   407.7   7.28  2.42     8
2024 130 19 54   -4.53   407.7   7.28  2.42     8
2024 130 19 55   -4.47 99999.9 999.99 99.99     8
2024 130 19 56   -4.05   405.7   7.60  2.50     8
2024 130 19 57   -4.07   405.8   7.57  2.49     8
2024 130 19 58   -1.89   406.8   6.98  2.31     8
2024 130 19 59   -3.04   406.9   6.95  2.30     8
2024 130 20  0    0.92   408.1   7.17  2.39     7
2024 130 20  1    1.97   413.0   7.40  2.52     7
2024 130 20  2 9999.99   408.0   7.62  2.54     7
2024 130 20  3    2.80 99999.9 999.99 99.99     7
2024 130 20  4    3.10 99999.9 999.99 99.99     7
2024 130 20  5   -3.41 99999.9 999.99 99.99     7
2024 130 20  6   -0.34 99999.9 999.99 99.99     9
2024 130 20  7   -4.36 99999.9 999.99 99.99     9
2024 130 20  8    1.53 99999.9 999.99 99.99    10
2024 130 20  9    0.89   431.1   7.95  2.95    10
2024 130 20 10    0.13   430.8   7.92  2.94    10
2024 130 20 11    0.72   425.2   7.21  2.61    10
2024 130 20 12    1.04   429.0   8.04  2.96    10
2024 130 20 13    1.15   429.0   8.11  2.99    10
2024 130 20 14    1.13   431.1   8.12  3.02    10
2024 130 20 15    1.37   430.3   7.85  2.91    10
2024 130 20 16    1.50   428.1   7.97  2.92    10
2024 130 20 17    2.06   426.3   7.79  2.83    11
2024 130 20 18    2.46   426.2   7.92  2.88    11
2024 130 20 19    3.45   426.7   7.86  2.86    11
2024 130 20 20    4.07   426.8   7.85  2.86    11
2024 130 20 21    3.79   427.0   7.17  2.61    11
2024 130 20 22    3.77   427.0   7.17  2.61    11
2024 130 20 23    3.67   426.4   7.40  2.69    11
2024 130 20 24    3.22   426.4   7.40  2.69    11
2024 130 20 25    3.17   426.7   7.46  2.72    10
2024 130 20 26    3.61   426.8   7.49  2.73    11
2024 130 20 27    3.82   426.8   7.49  2.73    11
2024 130 20 28    3.63   426.2   7.36  2.67    11
2024 130 20 29    3.72   426.2   7.36  2.67    10
2024 130 20 30    2.76   424.9   7.52  2.72    10
2024 130 20 31    2.69   424.9   7.52  2.72    10
2024 130 20 32    3.05   423.1   7.42  2.66    10
2024 130 20 33    2.98   423.2   7.44  2.66    11
2024 130 20 34    1.65   425.3   8.24  2.98    11
2024 130 20 35    0.84   425.3   8.24  2.98    11
2024 130 20 36    2.00   422.6   7.64  2.73    11
2024 130 20 37    1.80   422.6   7.65  2.73    11
2024 130 20 38    1.36   422.8   7.74  2.77    12
2024 130 20 39    1.88   422.8   7.74  2.77    12
2024 130 20 40    2.08   422.9   7.74  2.77    12
2024 130 20 41    1.42   423.0   7.48  2.68    12
2024 130 20 42    1.67   423.0   7.38  2.64    12
2024 130 20 43    1.48   422.2   7.45  2.66    11
2024 130 20 44    2.55   422.2   7.45  2.66    11
2024 130 20 45    2.09   420.5   7.80  2.76    11
2024 130 20 46    0.95   420.5   7.80  2.76    11
2024 130 20 47    2.26   420.0   7.65  2.70    11
2024 130 20 48    0.69   420.0   7.65  2.70    11
2024 130 20 49    1.86 99999.9 999.99 99.99    12
2024 130 20 50    3.09 99999.9 999.99 99.99    12
2024 130 20 51    1.60   419.7   7.66  2.70    13
2024 130 20 52    3.80   419.7   7.66  2.70    12
2024 130 20 53    2.27   420.0   7.64  2.70    12
2024 130 20 54    3.77   420.0   7.64  2.70    12
2024 130 20 55    1.54   418.1   7.98  2.79    12
2024 130 20 56    3.36   418.1   7.98  2.79    13
2024 130 20 57    2.25   419.0   7.83  2.75    13
2024 130 20 58    1.84   418.2   7.70  2.69    13
2024 130 20 59    0.65   407.8   6.06  2.02    13
2024 130 21  0   -1.41   407.8   6.06  2.02    13
2024 130 21  1   -1.83   415.9   4.59  1.59    13
2024 130 21  2   -1.57   412.8   4.84  1.65    14
2024 130 21  3   -1.23   404.9   5.49  1.80    14
2024 130 21  4 9999.99 99999.9 999.99 99.99    13
2024 130 21  5   -0.62 99999.9 999.99 99.99    11
2024 130 21  6 9999.99 99999.9 999.99 99.99     9
2024 130 21  7   -0.62 99999.9 999.99 99.99     8
2024 130 21  8 9999.99 99999.9 999.99 99.99     7
2024 130 21  9   -0.85 99999.9 999.99 99.99     7
2024 130 21 10 9999.99 99999.9 999.99 99.99     8
2024 130 21 11   -0.89 99999.9 999.99 99.99     8
2024 130 21 12 9999.99 99999.9 999.99 99.99     8
2024 130 21 13   -0.69 99999.9 999.99 99.99     8
2024 130 21 14 9999.99 99999.9 999.99 99.99     8
2024 130 21 15   -0.99 99999.9 999.99 99.99     9
2024 130 21 16 9999.99 99999.9 999.99 99.99    10
2024 130 21 17   -1.25 99999.9 999.99 99.99    10
2024 130 21 18 9999.99 99999.9 999.99 99.99    10
2024 130 21 19   -1.48 99999.9 999.99 99.99    11
2024 130 21 20 9999.99 99999.9 999.99 99.99    11
2024 130 21 21   -1.09 99999.9 999.99 99.99    12
2024 130 21 22 9999.99 99999.9 999.99 99.99    12
2024 130 21 23   -1.40 99999.9 999.99 99.99    12
2024 130 21 24 9999.99 99999.9 999.99 99.99    12
2024 130 21 25   -1.68 99999.9 999.99 99.99    13
2024 130 21 26 9999.99 99999.9 999.99 99.99    13
2024 130 21 27   -0.07 99999.9 999.99 99.99    13
2024 130 21 28 9999.99 99999.9 999.99 99.99    14
2024 130 21 29    1.14 99999.9 999.99 99.99    14
2024 130 21 30 9999.99 99999.9 999.99 99.99    13
2024 130 21 31    1.01 99999.9 999.99 99.99    13
2024 130 21 32    1.01 99999.9 999.99 99.99    13
2024 130 21 33    0.72 99999.9 999.99 99.99    13
2024 130 21 34    0.72 99999.9 999.99 99.99    13
2024 130 21 35 9999.99 99999.9 999.99 99.99    13
2024 130 21 36    0.80 99999.9 999.99 99.99    13
2024 130 21 37 9999.99 99999.9 999.99 99.99    13
2024 130 21 38    0.49 99999.9 999.99 99.99    13
2024 130 21 39 9999.99 99999.9 999.99 99.99    13
2024 130 21 40    0.35   411.8   5.02  1.70    12
2024 130 21 41 9999.99   411.8   5.02  1.70    12
2024 130 21 42   -0.26 99999.9 999.99 99.99    12
2024 130 21 43   -0.29 99999.9 999.99 99.99    12
2024 130 21 44   -0.30   420.2   6.42  2.27    12
2024 130 21 45    0.27   420.2   6.42  2.27    12
2024 130 21 46    0.69 99999.9 999.99 99.99    12
2024 130 21 47    0.27 99999.9 999.99 99.99    12
2024 130 21 48    1.08 99999.9 999.99 99.99    12
2024 130 21 49    1.31 99999.9 999.99 99.99    12
2024 130 21 50    0.65 99999.9 999.99 99.99    12
2024 130 21 51    0.14 99999.9 999.99 99.99    11
2024 130 21 52    0.11 99999.9 999.99 99.99    11
2024 130 21 53    0.63 99999.9 999.99 99.99    11
2024 130 21 54    1.10 99999.9 999.99 99.99    11
2024 130 21 55    0.19 99999.9 999.99 99.99    11
2024 130 21 56   -0.14 99999.9 999.99 99.99    12
2024 130 21 57    0.24 99999.9 999.99 99.99    11
2024 130 21 58    2.47   446.4   5.71  2.28    12
2024 130 21 59    1.31   446.4   5.71  2.28    11
2024 130 22  0    0.36   429.8   5.89  2.18    12
2024 130 22  1    0.44   429.8   5.89  2.18    11
2024 130 22  2    0.44   429.8   5.89  2.18    12
2024 130 22  3    1.88 99999.9 999.99 99.99    11
2024 130 22  4    2.27   433.7   6.09  2.29    11
2024 130 22  5    2.24   438.4   5.95  2.29    11
2024 130 22  6    2.09   445.6   5.75  2.28    12
2024 130 22  7    1.92 99999.9 999.99 99.99    12
2024 130 22  8    2.78 99999.9 999.99 99.99    12
2024 130 22  9    1.65   428.9   5.40  1.99    11
2024 130 22 10    2.13   416.7   5.14  1.79    12
2024 130 22 11    2.10   412.8   5.05  1.72    12
2024 130 22 12    1.95 99999.9 999.99 99.99    12
2024 130 22 13    3.08 99999.9 999.99 99.99    12
2024 130 22 14    3.47 99999.9 999.99 99.99    13
2024 130 22 15    3.30 99999.9 999.99 99.99    13
2024 130 22 16    3.50 99999.9 999.99 99.99    13
2024 130 22 17    3.83   429.1   5.67  2.09    13
2024 130 22 18    4.18   429.1   5.67  2.09    13
2024 130 22 19 9999.99   429.1   5.67  2.09    13
2024 130 22 20 9999.99 99999.9 999.99 99.99    13
2024 130 22 21    3.97 99999.9 999.99 99.99    12
2024 130 22 22 9999.99 99999.9 999.99 99.99    12
2024 130 22 23    3.86 99999.9 999.99 99.99    12
2024 130 22 24 9999.99 99999.9 999.99 99.99    12
2024 130 22 25 9999.99 99999.9 999.99 99.99    12
2024 130 22 26    3.93 99999.9 999.99 99.99    12
2024 130 22 27    4.50 99999.9 999.99 99.99    12
2024 130 22 28    4.72 99999.9 999.99 99.99    12
2024 130 22 29    4.59 99999.9 999.99 99.99    12
2024 130 22 30    4.93 99999.9 999.99 99.99    12
2024 130 22 31    4.83 99999.9 999.99 99.99    12
2024 130 22 32    4.02 99999.9 999.99 99.99    12
2024 130 22 33    3.62 99999.9 999.99 99.99    11
2024 130 22 34   -0.17 99999.9 999.99 99.99    11
2024 130 22 35   -1.79 99999.9 999.99 99.99    11
2024 130 22 36   -1.13 99999.9 999.99 99.99    11
2024 130 22 37   -1.06   417.3   4.69  1.63    11
2024 130 22 38   -1.27   417.3   4.69  1.63    12
2024 130 22 39 9999.99 99999.9 999.99 99.99    12
2024 130 22 40 9999.99 99999.9 999.99 99.99    11
2024 130 22 41 9999.99 99999.9 999.99 99.99    11
2024 130 22 42 9999.99 99999.9 999.99 99.99     9
2024 130 22 43 9999.99 99999.9 999.99 99.99     8
2024 130 22 44 9999.99 99999.9 999.99 99.99     7
2024 130 22 45 9999.99 99999.9 999.99 99.99     7
2024 130 22 46 9999.99 99999.9 999.99 99.99     7
2024 130 22 47 9999.99 99999.9 999.99 99.99     7
2024 130 22 48 9999.99 99999.9 999.99 99.99     8
2024 130 22 49 9999.99 99999.9 999.99 99.99     9
2024 130 22 50 9999.99 99999.9 999.99 99.99    10
2024 130 22 51 9999.99 99999.9 999.99 99.99    10
2024 130 22 52 9999.99 99999.9 999.99 99.99    11
2024 130 22 53 9999.99 99999.9 999.99 99.99    11
2024 130 22 54 9999.99 99999.9 999.99 99.99    11
2024 130 22 55 9999.99 99999.9 999.99 99.99    11
2024 130 22 56 9999.99 99999.9 999.99 99.99    11
2024 130 22 57 9999.99 99999.9 999.99 99.99    11
2024 130 22 58 9999.99 99999.9 999.99 99.99    11
2024 130 22 59 9999.99 99999.9 999.99 99.99    11
2024 130 23  0 9999.99 99999.9 999.99 99.99    10
2024 130 23  1 9999.99 99999.9 999.99 99.99    10
2024 130 23  2 9999.99 99999.9 999.99 99.99    10
2024 130 23  3 9999.99 99999.9 999.99 99.99    10
2024 130 23  4 9999.99 99999.9 999.99 99.99     9
2024 130 23  5 9999.99 99999.9 999.99 99.99     9
2024 130 23  6 9999.99 99999.9 999.99 99.99     9
2024 130 23  7 9999.99 99999.9 999.99 99.99    10
2024 130 23  8 9999.99 99999.9 999.99 99.99     9
2024 130 23  9 9999.99 99999.9 999.99 99.99     9
2024 130 23 10 9999.99 99999.9 999.99 99.99     9
2024 130 23 11 9999.99 99999.9 999.99 99.99     9
2024 130 23 12 9999.99 99999.9 999.99 99.99     9
2024 130 23 13 9999.99 99999.9 999.99 99.99     8
2024 130 23 14 9999.99 99999.9 999.99 99.99     8
2024 130 23 15 9999.99 99999.9 999.99 99.99     8
2024 130 23 16 9999.99 99999.9 999.99 99.99     7
2024 130 23 17 9999.99 99999.9 999.99 99.99     8
2024 130 23 18 9999.99 99999.9 999.99 99.99     7
2024 130 23 19 9999.99 99999.9 999.99 99.99     8
2024 130 23 20 9999.99 99999.9 999.99 99.99     8
2024 130 23 21 9999.99 99999.9 999.99 99.99     8
2024 130 23 22 9999.99 99999.9 999.99 99.99     8
2024 130 23 23 9999.99 99999.9 999.99 99.99     8
2024 130 23 24 9999.99 99999.9 999.99 99.99     8
2024 130 23 25 9999.99 99999.9 999.99 99.99     8
2024 130 23 26 9999.99 99999.9 999.99 99.99     8
2024 130 23 27 9999.99 99999.9 999.99 99.99     8
2024 130 23 28 9999.99 99999.9 999.99 99.99     8
2024 130 23 29 9999.99 99999.9 999.99 99.99     8
2024 130 23 30 9999.99 99999.9 999.99 99.99     9
2024 130 23 31 9999.99 99999.9 999.99 99.99     9
2024 130 23 32 9999.99 99999.9 999.99 99.99     9
2024 130 23 33 9999.99 99999.9 999.99 99.99     9
2024 130 23 34 9999.99 99999.9 999.99 99.99     9
2024 130 23 35 9999.99 99999.9 999.99 99.99     9
2024 130 23 36 9999.99 99999.9 999.99 99.99     9
2024 130 23 37 9999.99 99999.9 999.99 99.99     8
2024 130 23 38 9999.99 99999.9 999.99 99.99     8
2024 130 23 39 9999.99 99999.9 999.99 99.99     8
2024 130 23 40 9999.99 99999.9 999.99 99.99     8
2024 130 23 41 9999.99 99999.9 999.99 99.99     8
2024 130 23 42 9999.99 99999.9 999.99 99.99     8
2024 130 23 43 9999.99 99999.9 999.99 99.99     8
2024 130 23 44 9999.99 99999.9 999.99 99.99     8
2024 130 23 45 9999.99 99999.9 999.99 99.99     7
2024 130 23 46 9999.99 99999.9 999.99 99.99     7
2024 130 23 47 9999.99 99999.9 999.99 99.99     7
2024 130 23 48 9999.99 99999.9 999.99 99.99     8
2024 130 23 49 9999.99 99999.9 999.99 99.99     8
2024 130 23 50 9999.99 99999.9 999.99 99.99     8
2024 130 23 51 9999.99 99999.9 999.99 99.99     8
2024 130 23 52 9999.99 99999.9 999.99 99.99     8
2024 130 23 53 9999.99 99999.9 999.99 99.99     8
2024 130 23 54 9999.99 99999.9 999.99 99.99     8
2024 130 23 55 9999.99 99999.9 999.99 99.99     7
2024 130 23 56 9999.99 99999.9 999.99 99.99     7
2024 130 23 57 9999.99 99999.9 999.99 99.99     7
2024 130 23 58 9999.99 99999.9 999.99 99.99     7
2024 130 23 59 9999.99 99999.9 999.99 99.99     7
2024 131  0  0 9999.99 99999.9 999.99 99.99     6
2024 131  0  1 9999.99 99999.9 999.99 99.99     6
2024 131  0  2 9999.99 99999.9 999.99 99.99     6
2024 131  0  3 9999.99 99999.9 999.99 99.99     6
2024 131  0  4 9999.99 99999.9 999.99 99.99     6
2024 131  0  5 9999.99 99999.9 999.99 99.99     5
2024 131  0  6 9999.99 99999.9 999.99 99.99     5
2024 131  0  7 9999.99 99999.9 999.99 99.99     5
2024 131  0  8 9999.99 99999.9 999.99 99.99     5
2024 131  0  9 9999.99 99999.9 999.99 99.99     4
2024 131  0 10 9999.99 99999.9 999.99 99.99     4
2024 131  0 11 9999.99 99999.9 999.99 99.99     4
2024 131  0 12 9999.99 99999.9 999.99 99.99     4
2024 131  0 13 9999.99 99999.9 999.99 99.99     4
2024 131  0 14 9999.99 99999.9 999.99 99.99     4
2024 131  0 15 9999.99 99999.9 999.99 99.99     3
2024 131  0 16 9999.99 99999.9 999.99 99.99     3
2024 131  0 17 9999.99 99999.9 999.99 99.99     3
2024 131  0 18 9999.99 99999.9 999.99 99.99     3
2024 131  0 19 9999.99 99999.9 999.99 99.99     3
2024 131  0 20 9999.99 99999.9 999.99 99.99     3
2024 131  0 21 9999.99 99999.9 999.99 99.99     2
2024 131  0 22 9999.99 99999.9 999.99 99.99     2
2024 131  0 23 9999.99 99999.9 999.99 99.99     2
2024 131  0 24 9999.99 99999.9 999.99 99.99     1
2024 131  0 25 9999.99 99999.9 999.99 99.99     1
2024 131  0 26 9999.99 99999.9 999.99 99.99     1
2024 131  0 27 9999.99 99999.9 999.99 99.99     1
2024 131  0 28 9999.99 99999.9 999.99 99.99     1
2024 131  0 29 9999.99 99999.9 999.99 99.99     1
2024 131  0 30 9999.99 99999.9 999.99 99.99     1
2024 131  0 31 9999.99 99999.9 999.99 99.99     0
2024 131  0 32 9999.99 99999.9 999.99 99.99     0
2024 131  0 33 9999.99 99999.9 999.99 99.99    -1
2024 131  0 34 9999.99 99999.9 999.99 99.99    -1
2024 131  0 35 9999.99 99999.9 999.99 99.99    -1
2024 131  0 36 9999.99 99999.9 999.99 99.99    -1
2024 131  0 37 9999.99 99999.9 999.99 99.99    -1
2024 131  0 38 9999.99 99999.9 999.99 99.99    -1
2024 131  0 39 9999.99 99999.9 999.99 99.99     0
2024 131  0 40 9999.99 99999.9 999.99 99.99     1
2024 131  0 41 9999.99 99999.9 999.99 99.99     1
2024 131  0 42 9999.99 99999.9 999.99 99.99     2
2024 131  0 43 9999.99 99999.9 999.99 99.99     2
2024 131  0 44 9999.99 99999.9 999.99 99.99     2
2024 131  0 45 9999.99 99999.9 999.99 99.99     2
2024 131  0 46 9999.99 99999.9 999.99 99.99     1
2024 131  0 47 9999.99 99999.9 999.99 99.99     1
2024 131  0 48 9999.99 99999.9 999.99 99.99     1
2024 131  0 49 9999.99 99999.9 999.99 99.99     1
2024 131  0 50 9999.99 99999.9 999.99 99.99     1
2024 131  0 51 9999.99 99999.9 999.99 99.99     1
2024 131  0 52 9999.99 99999.9 999.99 99.99     0
2024 131  0 53 9999.99 99999.9 999.99 99.99     0
2024 131  0 54 9999.99 99999.9 999.99 99.99    -1
2024 131  0 55 9999.99 99999.9 999.99 99.99    -1
2024 131  0 56 9999.99 99999.9 999.99 99.99     0
2024 131  0 57 9999.99 99999.9 999.99 99.99    -1
2024 131  0 58 9999.99 99999.9 999.99 99.99    -1
2024 131  0 59 9999.99 99999.9 999.99 99.99    -1
2024 131  1  0 9999.99 99999.9 999.99 99.99    -1
2024 131  1  1 9999.99 99999.9 999.99 99.99    -2
2024 131  1  2 9999.99 99999.9 999.99 99.99    -2
2024 131  1  3 9999.99 99999.9 999.99 99.99    -2
2024 131  1  4 9999.99 99999.9 999.99 99.99    -2
2024 131  1  5 9999.99 99999.9 999.99 99.99    -2
2024 131  1  6 9999.99 99999.9 999.99 99.99    -2
2024 131  1  7 9999.99 99999.9 999.99 99.99    -2
2024 131  1  8 9999.99 99999.9 999.99 99.99    -3
2024 131  1  9 9999.99 99999.9 999.99 99.99    -3
2024 131  1 10 9999.99 99999.9 999.99 99.99    -3
2024 131  1 11 9999.99 99999.9 999.99 99.99    -2
2024 131  1 12 9999.99 99999.9 999.99 99.99    -3
2024 131  1 13 9999.99 99999.9 999.99 99.99    -3
2024 131  1 14 9999.99 99999.9 999.99 99.99    -2
2024 131  1 15 9999.99 99999.9 999.99 99.99    -2
2024 131  1 16 9999.99 99999.9 999.99 99.99    -2
2024 131  1 17 9999.99 99999.9 999.99 99.99    -3
2024 131  1 18 9999.99 99999.9 999.99 99.99    -2
2024 131  1 19 9999.99 99999.9 999.99 99.99    -2
2024 131  1 20 9999.99 99999.9 999.99 99.99    -3
2024 131  1 21 9999.99 99999.9 999.99 99.99    -3
2024 131  1 22 9999.99 99999.9 999.99 99.99    -3
2024 131  1 23 9999.99 99999.9 999.99 99.99    -3
2024 131  1 24 9999.99 99999.9 999.99 99.99    -3
2024 131  1 25 9999.99 99999.9 999.99 99.99    -3
2024 131  1 26 9999.99 99999.9 999.99 99.99    -3
2024 131  1 27 9999.99 99999.9 999.99 99.99    -4
